ID,Title,Host_IP,Host_Name,Event_Time,Location
"=HYPERLINK(""https://app.squadcast.com/incident/69197e2be6da351358805acc"",""69197e2be6da351358805acc"")",Unavailable by ICMP ping,10.20.7.10,A2_Unit2_Exit_AP,13:02:55,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e295df658e6a94716e4"",""69197e295df658e6a94716e4"")",Unavailable by ICMP ping,10.20.6.20,CHN_Virtual_Controller_AP,13:02:53,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e28e6da351358805ac1"",""69197e28e6da351358805ac1"")",Unavailable by ICMP ping,10.20.7.100,CHN_D5_Unit-4_AP,13:02:52,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e27e6da351358805abb"",""69197e27e6da351358805abb"")",Unavailable by ICMP ping,10.20.7.20,2A-U1-Mgmt_opp_AP,13:02:51,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e265df658e6a94716da"",""69197e265df658e6a94716da"")",Unavailable by ICMP ping,10.20.7.102,CHN_D5-Reception_AP,13:02:51,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e215df658e6a94716bc"",""69197e215df658e6a94716bc"")",Unavailable by ICMP ping,10.20.7.122,CHN_D4_Boardroom_AP,13:02:46,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e205df658e6a94716b6"",""69197e205df658e6a94716b6"")",Unavailable by ICMP ping,10.20.7.104,CHN_D5-Unit_AP1,13:02:44,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e1fe6da351358805aa8"",""69197e1fe6da351358805aa8"")",Unavailable by ICMP ping,10.20.7.67,CHN_D6-B_AP7,13:02:43,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e1e5df658e6a94716af"",""69197e1e5df658e6a94716af"")",Unavailable by ICMP ping,10.20.7.11,2A-U1-SOC_AP,13:02:42,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e1ae6da351358805a95"",""69197e1ae6da351358805a95"")",Unavailable by ICMP ping,10.20.7.70,CHN-D6-U1_AP2,13:02:38,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e17e6da351358805a83"",""69197e17e6da351358805a83"")",Unavailable by ICMP ping,10.20.7.69,CHN-D6-U1_AP1,13:02:35,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e15e6da351358805a78"",""69197e15e6da351358805a78"")",Unavailable by ICMP ping,10.20.7.19,A2_AP_Unit-3-Entrance,13:02:33,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e14e6da351358805a71"",""69197e14e6da351358805a71"")",Unavailable by ICMP ping,10.20.7.120,CHN_4D-U1-Arlo_AP1,13:02:32,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e115df658e6a947168f"",""69197e115df658e6a947168f"")",Unavailable by ICMP ping,10.20.7.125,CHN_D4_Unit-3_Inside_AP,13:02:29,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69197e0f5df658e6a947168d"",""69197e0f5df658e6a947168d"")",Unavailable by ICMP ping,10.20.7.15,A2_Mgmt_AP,13:02:27,chn
"=HYPERLINK(""https://app.squadcast.com/incident/69193f91e6da3513587f9647"",""69193f91e6da3513587f9647"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.22,6-PAX_VC-NEW_AP,08:35:47,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f91e6da3513587f9645"",""69193f91e6da3513587f9645"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.11,ODC-1_AP2,08:35:46,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8fe6da3513587f963c"",""69193f8fe6da3513587f963c"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.10,ODC-1_AP1,08:35:45,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8f5df658e6a9465200"",""69193f8f5df658e6a9465200"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.20,Cafetria_AP,08:35:44,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8d5df658e6a94651fe"",""69193f8d5df658e6a94651fe"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.15,ODC-3_AP2,08:35:43,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8c5df658e6a94651fc"",""69193f8c5df658e6a94651fc"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.13,ODC-2_AP2,08:35:42,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8c5df658e6a94651fa"",""69193f8c5df658e6a94651fa"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.18,HR_Passage_AP,08:35:41,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8b5df658e6a94651f8"",""69193f8b5df658e6a94651f8"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.14,ODC-3_AP1,08:35:40,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f8a5df658e6a94651f5"",""69193f8a5df658e6a94651f5"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.19,Reception_AP,08:35:39,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f89e6da3513587f9636"",""69193f89e6da3513587f9636"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.12,ODC-2_AP1,08:35:38,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f885df658e6a94651f3"",""69193f885df658e6a94651f3"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.16,VC_Room_AP,08:35:37,idr
"=HYPERLINK(""https://app.squadcast.com/incident/69193f87e6da3513587f9634"",""69193f87e6da3513587f9634"")",ICMP Ping: Unavailable by ICMP ping,10.24.6.17,Training_Room_AP,08:35:36,idr
